Text,Cluster,Size,Score,Rank
Feminism destroyed the family.,Destroyed,4,17.17,2
"stop violence against women? thats possible in their brains? lol ok well stop violence against men too, thanks. hopefully your utopia is only a couple more protests away.
mine is when Jesus comes back",Violence against Women,2,76.79,1
"stop violence against women? thats possible in their brains? lol ok well stop violence against men too, thanks. hopefully your utopia is only a couple more protests away.
mine is when Jesus comes back",Lol,8,60.46,2
"stop violence against women? thats possible in their brains? lol ok well stop violence against men too, thanks. hopefully your utopia is only a couple more protests away.
mine is when Jesus comes back",Coming,10,29.79,3
"stop violence against women? thats possible in their brains? lol ok well stop violence against men too, thanks. hopefully your utopia is only a couple more protests away.
mine is when Jesus comes back",Women,51,12.1,4
"stop violence against women? thats possible in their brains? lol ok well stop violence against men too, thanks. hopefully your utopia is only a couple more protests away.
mine is when Jesus comes back",Stop,3,5.03,5
"They look possessed by Satan. They're protesting their own kind beating them?. Such hypocrisy on the left wing nutjobs. It's not conservatives beating you up, we just wanna work and enjoy life. These mentally challenged individuals are under CIA Mind Control.",Left,11,69.21,1
"How stupid!!! It amazes me how foolish women still are, I just can't get over it, we're going backwards.....",Stupid,5,40.99,1
"How stupid!!! It amazes me how foolish women still are, I just can't get over it, we're going backwards.....",Women,51,12.1,2
It looks like that show naked and afraid😂,Naked,7,76.43,1
lol wtf,Lol,8,60.46,1
People of the world who haven't lost their minds we're going to have to make a new country for ourselves and leave this insanity to consume itself,Lost their Minds,2,158.17,1
People of the world who haven't lost their minds we're going to have to make a new country for ourselves and leave this insanity to consume itself,People,21,96.95,2
People of the world who haven't lost their minds we're going to have to make a new country for ourselves and leave this insanity to consume itself,Lost,6,55.9,3
People of the world who haven't lost their minds we're going to have to make a new country for ourselves and leave this insanity to consume itself,Leave,4,37.85,4
Fighting the Patriarchy one hairy armpit at a time,Other Topics,34,0,1
Is this a Broadway audition?,Other Topics,34,0,1
Someone ought to spank those girls.,Girl,17,2.14,1
"where is the violence against women in Rome coming from ??? that would be a good precursor to this video , theres nothing like knowing whats going on here RT",Violence against Women,2,76.79,1
"where is the violence against women in Rome coming from ??? that would be a good precursor to this video , theres nothing like knowing whats going on here RT",Know,11,72.67,2
"where is the violence against women in Rome coming from ??? that would be a good precursor to this video , theres nothing like knowing whats going on here RT",Coming,10,29.79,3
"where is the violence against women in Rome coming from ??? that would be a good precursor to this video , theres nothing like knowing whats going on here RT",Women,51,12.1,4
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",Propaganda of Division and Hatred,2,232.58,1
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",Naked,7,76.43,2
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",Women,51,12.1,3
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",Love,13,0.87,4
Once again another group of psychopath liberals that have lost their mind,Lost,6,55.9,1
shoot every feminist in the vagina,Feminist,4,62.6,1
round them up and send them to Pakistan...,Other Topics,34,0,1
what bored zionist is funding this colourless revolution,Other Topics,34,0,1
"I like naked women protest, ... keep it going!!",Naked,7,76.43,1
"I like naked women protest, ... keep it going!!",Women,51,12.1,2
Are these the same ones that protect Muslim extremist?,Protects,8,55.14,1
"This is beyond ridicules. US western campaigns at tax payers expense. This is only about distraction and chaos and creating color revolutions, nothing to see here.",Distraction,5,52.43,1
"pack them up, and send them to Saudi Arabia",Other Topics,34,0,1
Makes someone wanna be a sexist ya know?,Know,11,72.67,1
"All Im getting from their protests is ""women are sex toys, here let us show you how sexy we are"". and I disagree with that, but that looks like the message theyre trying to get across.",Trying,6,50.62,1
"All Im getting from their protests is ""women are sex toys, here let us show you how sexy we are"". and I disagree with that, but that looks like the message theyre trying to get across.",Women,51,12.1,2
Same Soros funded useless idiots who want more 80IQ muslim men around their vulnerable little girls and boys and grannies.,Boys,7,36.9,1
Same Soros funded useless idiots who want more 80IQ muslim men around their vulnerable little girls and boys and grannies.,Girl,17,2.14,2
LOLOL these comments are epic,Comments,3,37.68,1
Do they realise they looklike a group of monkeys ????,Other Topics,34,0,1
if only they had a father to smack em right,Other Topics,34,0,1
"If you need to get naked to make a point and send a message out, you are doing it all wrong",Naked,7,76.43,1
"If you need to get naked to make a point and send a message out, you are doing it all wrong",Wrong,4,43.69,2
What do you tell a woman with two black eyes? NOTHING ....you've told her twice already!,Woman,22,97.35,1
What do you tell a woman with two black eyes? NOTHING ....you've told her twice already!,Told,3,51.32,2
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",Propaganda of Division and Hatred,2,232.58,1
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",Naked,7,76.43,2
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",Women,51,12.1,3
