Text,Form,Topic Category,Rank,Type,Theme,Frequency,Mentions,Sense ID
"only Tucker can do this, this well",Tucker,entity,2,Top>Location>GeoPoliticalEntity,,1,Tucker,af1d08ffdf
Tucker Carlson is hilarious! 🤣 Communist News Network is run by men because everything is run by men.,Tucker Carlson,entity,1,Top>Person>FullName,,1,Tucker Carlson,__175586539708033399
Tucker Carlson is hilarious! 🤣 Communist News Network is run by men because everything is run by men.,News Corporation,entity,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>MediaCompany,Top>Society>Media,1,News,38ce0ef51b
Tucker Carlson is hilarious! 🤣 Communist News Network is run by men because everything is run by men.,man,concept,1,Top>Person,,2,"men, men",20a218cbdf
OK - is it a SIGN OF THE TIMES THAT I AM LAUGHING WAAAAAAY TOO MUCH AT THIS? Well it is either LAUGH or Cry these days and I would rather LAUGH when I get the chance. I have not listened to CNN for years..,CNN,entity,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>MediaCompany,Top>Society>Media,1,CNN,6f53217526
OK - is it a SIGN OF THE TIMES THAT I AM LAUGHING WAAAAAAY TOO MUCH AT THIS? Well it is either LAUGH or Cry these days and I would rather LAUGH when I get the chance. I have not listened to CNN for years..,chance,concept,1,Top>OtherEntity,,1,chance,364c739d9b
OK - is it a SIGN OF THE TIMES THAT I AM LAUGHING WAAAAAAY TOO MUCH AT THIS? Well it is either LAUGH or Cry these days and I would rather LAUGH when I get the chance. I have not listened to CNN for years..,these days,time expression,1,,,,these days,-
"😂🤣😂 Tucker my man, you lit them up 😂🤣😂",man,concept,1,Top>Person,,1,man,20a218cbdf
omg this was great,No topics found,,,,,,,
I hate CNN.,CNN,entity,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>MediaCompany,Top>Society>Media,1,CNN,6f53217526
Tucker For President,president,concept,1,Top>OtherEntity>Title,Top>Society>Politics,1,President,646fca944e
"Jussie Smollett, Don Lemon and Bubba Wallace all work for China News Network..",Jussie Smollett,entity,1,Top>Person>FullName,Top>Arts>Cinema,1,Jussie Smollett,31494b80db
"Jussie Smollett, Don Lemon and Bubba Wallace all work for China News Network..",Bubba Wallace,entity,2,Top>Person>FullName,,1,Bubba Wallace,__13398546649100987487
"Jussie Smollett, Don Lemon and Bubba Wallace all work for China News Network..",China News,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>MediaCompany,,1,China News,__1595417854212617440
"Jussie Smollett, Don Lemon and Bubba Wallace all work for China News Network..",job,concept,1,Top>OtherEntity>Vocation,,1,work,7aa7306d3d
"Two comments. First of all, Brooke Baldwin is a man-hating Marxist propagandist. Because she is not a journalist, she is entirely incompetent to fill the role of a journalist. Second comment. The posit on Zucker isn't that far off. I mean just really, I imagine that all leftist male filth are not only beta male submissives but actually look themselves in the mirror every morning and ask the question is this the day I ""transition"" to a female.",Brooke Baldwin,entity,1,Top>Person>FullName,,1,Brooke Baldwin,__11117251680029184093
"Two comments. First of all, Brooke Baldwin is a man-hating Marxist propagandist. Because she is not a journalist, she is entirely incompetent to fill the role of a journalist. Second comment. The posit on Zucker isn't that far off. I mean just really, I imagine that all leftist male filth are not only beta male submissives but actually look themselves in the mirror every morning and ask the question is this the day I ""transition"" to a female.",Zucker,entity,2,Top>Person>LastName,,1,Zucker,ea08fe8353
"Two comments. First of all, Brooke Baldwin is a man-hating Marxist propagandist. Because she is not a journalist, she is entirely incompetent to fill the role of a journalist. Second comment. The posit on Zucker isn't that far off. I mean just really, I imagine that all leftist male filth are not only beta male submissives but actually look themselves in the mirror every morning and ask the question is this the day I ""transition"" to a female.",journalist,concept,1,Top>OtherEntity>Vocation,Top>Society>Media,2,"journalist, journalist",0d2a86e544
"Two comments. First of all, Brooke Baldwin is a man-hating Marxist propagandist. Because she is not a journalist, she is entirely incompetent to fill the role of a journalist. Second comment. The posit on Zucker isn't that far off. I mean just really, I imagine that all leftist male filth are not only beta male submissives but actually look themselves in the mirror every morning and ask the question is this the day I ""transition"" to a female.",Two comments,quantity expression,1,,,,Two comments,-
"Weird!! Most of the so called men on CCPCNN are homosexuals, and Mr. Potato-head is a closet homosexual.",202 - Engine internal error,,,,,,,
Brooke Baldwin's new book coming soon and she gets 4mil up front lol just a prediction.,202 - Engine internal error,,,,,,,
"""MY MOTHER IS A MAN.""
""MY CAT IS A MAN.""

Doctors say her physical ailment is Advanced Special Snowflake Disorder with complications due to Participation Trophy Syndrome.",202 - Engine internal error,,,,,,,
"So what? Get over it. At least you have a job and your protected by a bunch of corrupt people. Get lost, we don't want to hear your problems. The real problems is the stolen election and what's happening at the border.",202 - Engine internal error,,,,,,,
"Hope she reveals incriminating information about the activities at CNN!

",202 - Engine internal error,,,,,,,
"Off topic, but why does Fox News seem afraid to discuss the election fraud?",202 - Engine internal error,,,,,,,
Sorry but there is not one influential man at CNN they are all disgusting phony people.,202 - Engine internal error,,,,,,,
Spot on!,202 - Engine internal error,,,,,,,
bwahahah!!!,202 - Engine internal error,,,,,,,
I’d watch cnn if zucker transitions 😹,202 - Engine internal error,,,,,,,
"I am deceased!!🤣🤣🤣 Love the Tuckster!!
Ticket For President!! 💯👆😻",202 - Engine internal error,,,,,,,
"It's not the ""men"" t CNN'S fault because they're not men 🤣😂🤣",202 - Engine internal error,,,,,,,
Freddo is about as masculine as Freddo. Lemon and Anderson? Masculine? More like fairies.,202 - Engine internal error,,,,,,,
"""As we say in the female community"" - I laughed so hard at that, I had to pause it! I don't think anyone of us on here is shocked that cnn is a sausage fest.

",202 - Engine internal error,,,,,,,
Nothing like when the Left get their own medicine handed back to them.,202 - Engine internal error,,,,,,,
Lemon and Cooper are Men?Could have fooled me.,Cooper,entity,1,Top>Person>LastName,,1,Cooper,bd0ba45c1c
Lemon and Cooper are Men?Could have fooled me.,man,concept,1,Top>Person,,1,Men,20a218cbdf
as well you should be. mmmhmmmm.,No topics found,,,,,,,
Best suggestion I have heard EVER!,No topics found,,,,,,,
Just assuming the gender of those around you is racist. I'll bet a few of them identify as fish. 🐡,racist,concept,1,Top,Top>SocialSciences>Sociology,1,racist,853ceae6c7
Just assuming the gender of those around you is racist. I'll bet a few of them identify as fish. 🐡,fish,concept,2,Top>LivingThing>Animal>Vertebrate>Fish,Top>NaturalSciences>Zoology,1,fish,69051fbe59
